,paper_id,title,primary_area,keywords,reviewer_id,rating,soundness,presentation,contribution,confidence,review_number,decision
4369,itbKmreqUZ,COSMIC: Compress Satellite Image Efficiently via Diffusion Compensation,generative_models,"['Image compression', 'Satellite images', 'Generative model', 'Probabilistic diffusion models']",Reviewer_gvA5,6,3,1,3,5,4,Accept (poster)
4370,isZ8XRe3De,Customizing Language Models with Instance-wise LoRA for Sequential Recommendation,other,"['Sequential Recommendation', 'Large Language Models', 'Mixture of Experts']",Reviewer_wwLq,7,4,4,3,4,1,Accept (poster)
4371,isZ8XRe3De,Customizing Language Models with Instance-wise LoRA for Sequential Recommendation,other,"['Sequential Recommendation', 'Large Language Models', 'Mixture of Experts']",Reviewer_7niz,4,3,3,2,4,2,Accept (poster)
4372,isZ8XRe3De,Customizing Language Models with Instance-wise LoRA for Sequential Recommendation,other,"['Sequential Recommendation', 'Large Language Models', 'Mixture of Experts']",Reviewer_59LV,7,4,4,3,3,3,Accept (poster)
4373,isZ8XRe3De,Customizing Language Models with Instance-wise LoRA for Sequential Recommendation,other,"['Sequential Recommendation', 'Large Language Models', 'Mixture of Experts']",Reviewer_cnYP,5,3,3,3,3,4,Accept (poster)
4374,ioe66JeCMF,Time Makes Space: Emergence of Place Fields in Networks Encoding Temporally Continuous Sensory Experiences,neuroscience_and_cognitive_science,"['Place Cells/Fields', 'Recurrent Neural Networks', 'Episodic Memory', 'Hippocampus']",Reviewer_kdgt,3,3,3,2,4,1,Accept (poster)
4375,ioe66JeCMF,Time Makes Space: Emergence of Place Fields in Networks Encoding Temporally Continuous Sensory Experiences,neuroscience_and_cognitive_science,"['Place Cells/Fields', 'Recurrent Neural Networks', 'Episodic Memory', 'Hippocampus']",Reviewer_KNH2,6,3,2,3,3,2,Accept (poster)
4376,ioe66JeCMF,Time Makes Space: Emergence of Place Fields in Networks Encoding Temporally Continuous Sensory Experiences,neuroscience_and_cognitive_science,"['Place Cells/Fields', 'Recurrent Neural Networks', 'Episodic Memory', 'Hippocampus']",Reviewer_6VUu,7,3,3,3,4,3,Accept (poster)
4377,ioe66JeCMF,Time Makes Space: Emergence of Place Fields in Networks Encoding Temporally Continuous Sensory Experiences,neuroscience_and_cognitive_science,"['Place Cells/Fields', 'Recurrent Neural Networks', 'Episodic Memory', 'Hippocampus']",Reviewer_hM85,8,4,3,3,5,4,Accept (poster)
4378,ioKQzb8SMr,Guided Trajectory Generation with Diffusion Models for Offline Model-based Optimization,generative_models,"['Offline Model-based Optimization', 'Diffusion Models', 'Decision Making']",Reviewer_FGy7,5,2,3,2,3,1,Accept (poster)
4379,ioKQzb8SMr,Guided Trajectory Generation with Diffusion Models for Offline Model-based Optimization,generative_models,"['Offline Model-based Optimization', 'Diffusion Models', 'Decision Making']",Reviewer_nEhC,6,3,3,2,4,2,Accept (poster)
4380,ioKQzb8SMr,Guided Trajectory Generation with Diffusion Models for Offline Model-based Optimization,generative_models,"['Offline Model-based Optimization', 'Diffusion Models', 'Decision Making']",Reviewer_MZpe,5,3,3,2,4,3,Accept (poster)
4381,ioKQzb8SMr,Guided Trajectory Generation with Diffusion Models for Offline Model-based Optimization,generative_models,"['Offline Model-based Optimization', 'Diffusion Models', 'Decision Making']",Reviewer_gJu1,7,3,3,3,3,4,Accept (poster)
4382,ioAlzcELTf,Generalizing Weather Forecast to Fine-grained Temporal Scales via Physics-AI Hybrid Modeling,machine_learning_for_physical_sciences,"['weather forecast', 'physics-AI hybrid model', 'partial differential equation', 'machine learning']",Reviewer_jiN5,5,2,3,3,3,1,Accept (poster)
4383,ioAlzcELTf,Generalizing Weather Forecast to Fine-grained Temporal Scales via Physics-AI Hybrid Modeling,machine_learning_for_physical_sciences,"['weather forecast', 'physics-AI hybrid model', 'partial differential equation', 'machine learning']",Reviewer_oEsH,7,3,3,3,5,3,Accept (poster)
4384,ioAlzcELTf,Generalizing Weather Forecast to Fine-grained Temporal Scales via Physics-AI Hybrid Modeling,machine_learning_for_physical_sciences,"['weather forecast', 'physics-AI hybrid model', 'partial differential equation', 'machine learning']",Reviewer_CYo5,7,3,3,3,4,4,Accept (poster)
4385,ik37kKxKBm,In-Context Learning with Representations: Contextual Generalization of Trained Transformers,optimization_for_deep_networks,"['training dynamics', 'optimization', 'transformer', 'multi-head softmax attention', 'in-context learning']",Reviewer_vG3D,5,2,3,3,4,1,Accept (poster)
4386,ik37kKxKBm,In-Context Learning with Representations: Contextual Generalization of Trained Transformers,optimization_for_deep_networks,"['training dynamics', 'optimization', 'transformer', 'multi-head softmax attention', 'in-context learning']",Reviewer_MzSs,6,3,3,3,4,2,Accept (poster)
4387,ik37kKxKBm,In-Context Learning with Representations: Contextual Generalization of Trained Transformers,optimization_for_deep_networks,"['training dynamics', 'optimization', 'transformer', 'multi-head softmax attention', 'in-context learning']",Reviewer_TyrV,4,2,2,3,2,3,Accept (poster)
4388,ik37kKxKBm,In-Context Learning with Representations: Contextual Generalization of Trained Transformers,optimization_for_deep_networks,"['training dynamics', 'optimization', 'transformer', 'multi-head softmax attention', 'in-context learning']",Reviewer_dubr,7,3,3,2,4,4,Accept (poster)
4389,iiYadgKHwo,Variational Distillation of Diffusion Policies into Mixture of Experts,robotics,"['Diverse Behavior Learning', 'Model Distillation', 'Diffusion Models', 'Variational Inference']",Reviewer_5fPT,6,3,2,3,4,1,Accept (poster)
4390,iiYadgKHwo,Variational Distillation of Diffusion Policies into Mixture of Experts,robotics,"['Diverse Behavior Learning', 'Model Distillation', 'Diffusion Models', 'Variational Inference']",Reviewer_8iR5,5,3,2,3,4,2,Accept (poster)
4391,iiYadgKHwo,Variational Distillation of Diffusion Policies into Mixture of Experts,robotics,"['Diverse Behavior Learning', 'Model Distillation', 'Diffusion Models', 'Variational Inference']",Reviewer_MHge,6,3,3,3,4,3,Accept (poster)
4392,iiYadgKHwo,Variational Distillation of Diffusion Policies into Mixture of Experts,robotics,"['Diverse Behavior Learning', 'Model Distillation', 'Diffusion Models', 'Variational Inference']",Reviewer_YkuG,6,3,3,3,4,4,Accept (poster)
4393,iiYadgKHwo,Variational Distillation of Diffusion Policies into Mixture of Experts,robotics,"['Diverse Behavior Learning', 'Model Distillation', 'Diffusion Models', 'Variational Inference']",Reviewer_14hC,7,3,3,3,3,5,Accept (poster)
4394,ihEHCbqZEx,Flex-MoE: Modeling Arbitrary Modality Combination via the Flexible Mixture-of-Experts,machine_learning_for_healthcare,"['Multi-modal learning', 'MoE']",Reviewer_6yyS,7,4,3,3,4,1,Accept (spotlight)
4395,ihEHCbqZEx,Flex-MoE: Modeling Arbitrary Modality Combination via the Flexible Mixture-of-Experts,machine_learning_for_healthcare,"['Multi-modal learning', 'MoE']",Reviewer_qdnn,5,2,2,2,3,2,Accept (spotlight)
4396,ihEHCbqZEx,Flex-MoE: Modeling Arbitrary Modality Combination via the Flexible Mixture-of-Experts,machine_learning_for_healthcare,"['Multi-modal learning', 'MoE']",Reviewer_BwQM,7,3,4,3,4,3,Accept (spotlight)
4397,ieYdf9TZ2u,Lumina-Next : Making Lumina-T2X Stronger and Faster with Next-DiT,generative_models,"['Generative Models', 'Text-to-Image Generation', 'Diffusion Models', 'Flow Matching']",Reviewer_Nfk5,6,4,4,3,4,1,Accept (poster)
4398,ieYdf9TZ2u,Lumina-Next : Making Lumina-T2X Stronger and Faster with Next-DiT,generative_models,"['Generative Models', 'Text-to-Image Generation', 'Diffusion Models', 'Flow Matching']",Reviewer_XpYM,6,3,3,3,3,2,Accept (poster)
4399,ieYdf9TZ2u,Lumina-Next : Making Lumina-T2X Stronger and Faster with Next-DiT,generative_models,"['Generative Models', 'Text-to-Image Generation', 'Diffusion Models', 'Flow Matching']",Reviewer_ki5b,4,3,3,2,4,3,Accept (poster)
4400,ieYdf9TZ2u,Lumina-Next : Making Lumina-T2X Stronger and Faster with Next-DiT,generative_models,"['Generative Models', 'Text-to-Image Generation', 'Diffusion Models', 'Flow Matching']",Reviewer_FoVd,5,2,2,2,3,4,Accept (poster)
4401,ieYdf9TZ2u,Lumina-Next : Making Lumina-T2X Stronger and Faster with Next-DiT,generative_models,"['Generative Models', 'Text-to-Image Generation', 'Diffusion Models', 'Flow Matching']",Reviewer_NAeC,5,3,3,2,4,5,Accept (poster)
4402,ibKpPabHVn,DeepDRK: Deep Dependency Regularized Knockoff for Feature Selection,generative_models,"['Feature Selection', 'Deep Learning', 'Model-X Knockoff', 'FDR Control', 'Boosting Power']",Reviewer_FDZg,3,2,1,2,3,1,Accept (poster)
4403,ibKpPabHVn,DeepDRK: Deep Dependency Regularized Knockoff for Feature Selection,generative_models,"['Feature Selection', 'Deep Learning', 'Model-X Knockoff', 'FDR Control', 'Boosting Power']",Reviewer_Znex,6,3,3,3,4,2,Accept (poster)
4404,ibKpPabHVn,DeepDRK: Deep Dependency Regularized Knockoff for Feature Selection,generative_models,"['Feature Selection', 'Deep Learning', 'Model-X Knockoff', 'FDR Control', 'Boosting Power']",Reviewer_WTXG,7,4,4,3,4,3,Accept (poster)
4405,ia4WUCwHA9,Theoretical guarantees in KL for Diffusion Flow Matching,generative_models,"['Flow Matching', 'Stochastic interpolant', 'Theoretical guarantees']",Reviewer_igTf,7,3,3,3,3,1,Accept (poster)
4406,ia4WUCwHA9,Theoretical guarantees in KL for Diffusion Flow Matching,generative_models,"['Flow Matching', 'Stochastic interpolant', 'Theoretical guarantees']",Reviewer_83K8,5,3,2,2,3,2,Accept (poster)
4407,ia4WUCwHA9,Theoretical guarantees in KL for Diffusion Flow Matching,generative_models,"['Flow Matching', 'Stochastic interpolant', 'Theoretical guarantees']",Reviewer_TMKS,8,4,4,4,2,3,Accept (poster)
4408,ia4WUCwHA9,Theoretical guarantees in KL for Diffusion Flow Matching,generative_models,"['Flow Matching', 'Stochastic interpolant', 'Theoretical guarantees']",Reviewer_NqRW,7,3,3,4,3,4,Accept (poster)
4409,iYzyTmd3Jd,CooHOI: Learning Cooperative Human-Object Interaction with Manipulated Object Dynamics,reinforcement_learning,"['Physics-based Character Animation', 'Human-Object Interactions', 'Multi-Agent Cooperation']",Reviewer_TU4S,7,4,4,4,5,1,Accept (spotlight)
4410,iYzyTmd3Jd,CooHOI: Learning Cooperative Human-Object Interaction with Manipulated Object Dynamics,reinforcement_learning,"['Physics-based Character Animation', 'Human-Object Interactions', 'Multi-Agent Cooperation']",Reviewer_kufk,6,3,3,3,4,2,Accept (spotlight)
4411,iYzyTmd3Jd,CooHOI: Learning Cooperative Human-Object Interaction with Manipulated Object Dynamics,reinforcement_learning,"['Physics-based Character Animation', 'Human-Object Interactions', 'Multi-Agent Cooperation']",Reviewer_Zw8u,7,4,3,3,3,3,Accept (spotlight)
4412,iYzyTmd3Jd,CooHOI: Learning Cooperative Human-Object Interaction with Manipulated Object Dynamics,reinforcement_learning,"['Physics-based Character Animation', 'Human-Object Interactions', 'Multi-Agent Cooperation']",Reviewer_ehnN,6,3,3,2,4,4,Accept (spotlight)
4413,iYkhThIXG1,Soft-Label Integration for Robust Toxicity Classification,safety_in_machine_learning,"['toxicity', 'LLM safety', 'crowdsourcing', 'OOD']",Reviewer_8fSW,5,3,3,2,3,1,Accept (poster)
4414,iYkhThIXG1,Soft-Label Integration for Robust Toxicity Classification,safety_in_machine_learning,"['toxicity', 'LLM safety', 'crowdsourcing', 'OOD']",Reviewer_jUAS,7,3,3,3,3,2,Accept (poster)
4415,iYkhThIXG1,Soft-Label Integration for Robust Toxicity Classification,safety_in_machine_learning,"['toxicity', 'LLM safety', 'crowdsourcing', 'OOD']",Reviewer_ZkTs,5,2,3,3,3,3,Accept (poster)
4416,iYkhThIXG1,Soft-Label Integration for Robust Toxicity Classification,safety_in_machine_learning,"['toxicity', 'LLM safety', 'crowdsourcing', 'OOD']",Reviewer_KPSa,8,4,3,4,4,4,Accept (poster)
4417,iYcY7KAkSy,Spiking Token Mixer:  An event-driven friendly Former structure for spiking neural networks,deep_learning_architectures,['spiking neural network; event-driven friendly; low energy consumption'],Reviewer_DoAS,7,3,2,2,5,1,Accept (poster)
4418,iYcY7KAkSy,Spiking Token Mixer:  An event-driven friendly Former structure for spiking neural networks,deep_learning_architectures,['spiking neural network; event-driven friendly; low energy consumption'],Reviewer_ESkb,7,3,4,3,5,2,Accept (poster)
4419,iYcY7KAkSy,Spiking Token Mixer:  An event-driven friendly Former structure for spiking neural networks,deep_learning_architectures,['spiking neural network; event-driven friendly; low energy consumption'],Reviewer_2hoo,5,2,3,2,4,3,Accept (poster)
4420,iWlqbNE8P7,Physics-Informed Regularization for Domain-Agnostic Dynamical System Modeling,machine_learning_for_physical_sciences,['Physics-informed Neural Networks;  Dynamical Systems ; Graph Neural Networks'],Reviewer_edxC,7,3,3,3,3,1,Accept (poster)
4421,iWlqbNE8P7,Physics-Informed Regularization for Domain-Agnostic Dynamical System Modeling,machine_learning_for_physical_sciences,['Physics-informed Neural Networks;  Dynamical Systems ; Graph Neural Networks'],Reviewer_D3dA,6,3,2,3,4,2,Accept (poster)
4422,iWlqbNE8P7,Physics-Informed Regularization for Domain-Agnostic Dynamical System Modeling,machine_learning_for_physical_sciences,['Physics-informed Neural Networks;  Dynamical Systems ; Graph Neural Networks'],Reviewer_SfDm,6,3,3,3,3,3,Accept (poster)
4423,iWlqbNE8P7,Physics-Informed Regularization for Domain-Agnostic Dynamical System Modeling,machine_learning_for_physical_sciences,['Physics-informed Neural Networks;  Dynamical Systems ; Graph Neural Networks'],Reviewer_hqsc,8,3,4,4,4,4,Accept (poster)
4424,iW0wXE0VyR,Induced Model Matching: Restricted Models Help Train Full-Featured Models,other,"['restricted', 'model', 'learning']",Reviewer_vLY4,6,3,4,2,4,1,Accept (spotlight)
4425,iW0wXE0VyR,Induced Model Matching: Restricted Models Help Train Full-Featured Models,other,"['restricted', 'model', 'learning']",Reviewer_ADbo,6,3,2,2,3,2,Accept (spotlight)
4426,iW0wXE0VyR,Induced Model Matching: Restricted Models Help Train Full-Featured Models,other,"['restricted', 'model', 'learning']",Reviewer_2S2s,6,3,3,3,4,3,Accept (spotlight)
4427,iW0wXE0VyR,Induced Model Matching: Restricted Models Help Train Full-Featured Models,other,"['restricted', 'model', 'learning']",Reviewer_vmaB,7,4,4,3,3,4,Accept (spotlight)
4428,iSjqTQ5S1f,Stochastic Concept Bottleneck Models,interpretability_and_explainability,"['Concept Bottleneck Models', 'Interventions', 'Interpretability', 'Concepts']",Reviewer_9xQm,5,3,3,2,4,1,Accept (poster)
4429,iSjqTQ5S1f,Stochastic Concept Bottleneck Models,interpretability_and_explainability,"['Concept Bottleneck Models', 'Interventions', 'Interpretability', 'Concepts']",Reviewer_sfUo,5,2,3,3,4,2,Accept (poster)
4430,iSjqTQ5S1f,Stochastic Concept Bottleneck Models,interpretability_and_explainability,"['Concept Bottleneck Models', 'Interventions', 'Interpretability', 'Concepts']",Reviewer_rLqE,7,4,3,4,3,3,Accept (poster)
4431,iSfCWhvEGA,Learn To be Efficient: Build Structured Sparsity in Large Language Models,natural_language_processing,"['LLM inference efficiency', 'Moefication', 'Contexual Sparsity']",Reviewer_BZ5G,7,3,3,3,4,1,Accept (spotlight)
4432,iSfCWhvEGA,Learn To be Efficient: Build Structured Sparsity in Large Language Models,natural_language_processing,"['LLM inference efficiency', 'Moefication', 'Contexual Sparsity']",Reviewer_aQHS,6,3,3,2,4,2,Accept (spotlight)
4433,iSfCWhvEGA,Learn To be Efficient: Build Structured Sparsity in Large Language Models,natural_language_processing,"['LLM inference efficiency', 'Moefication', 'Contexual Sparsity']",Reviewer_Jye3,7,3,3,3,3,3,Accept (spotlight)
4434,iSfCWhvEGA,Learn To be Efficient: Build Structured Sparsity in Large Language Models,natural_language_processing,"['LLM inference efficiency', 'Moefication', 'Contexual Sparsity']",Reviewer_zH4X,5,3,3,2,4,4,Accept (spotlight)
4435,iSMTo0toDO,SubgDiff: A Subgraph Diffusion Model to Improve Molecular Representation Learning,diffusion_based_models,"['Diffusion model', 'Subgraph', 'Molecular representation learning']",Reviewer_aMXv,4,2,2,3,4,1,Accept (poster)
4436,iSMTo0toDO,SubgDiff: A Subgraph Diffusion Model to Improve Molecular Representation Learning,diffusion_based_models,"['Diffusion model', 'Subgraph', 'Molecular representation learning']",Reviewer_VBzc,5,2,2,3,3,2,Accept (poster)
4437,iSMTo0toDO,SubgDiff: A Subgraph Diffusion Model to Improve Molecular Representation Learning,diffusion_based_models,"['Diffusion model', 'Subgraph', 'Molecular representation learning']",Reviewer_Djew,6,3,3,3,4,3,Accept (poster)
4438,iSMTo0toDO,SubgDiff: A Subgraph Diffusion Model to Improve Molecular Representation Learning,diffusion_based_models,"['Diffusion model', 'Subgraph', 'Molecular representation learning']",Reviewer_BpDA,5,2,3,2,3,4,Accept (poster)
4439,iRHxp1ibFj,Approximate Size Targets Are Sufficient for Accurate Semantic Segmentation,machine_vision,"['Cardinality of segments', 'KL divergence']",Reviewer_thaL,6,3,3,3,5,1,Reject
4440,iRHxp1ibFj,Approximate Size Targets Are Sufficient for Accurate Semantic Segmentation,machine_vision,"['Cardinality of segments', 'KL divergence']",Reviewer_AEBs,5,2,2,2,2,2,Reject
4441,iRHxp1ibFj,Approximate Size Targets Are Sufficient for Accurate Semantic Segmentation,machine_vision,"['Cardinality of segments', 'KL divergence']",Reviewer_FTCz,5,2,2,3,4,3,Reject
4442,iRHxp1ibFj,Approximate Size Targets Are Sufficient for Accurate Semantic Segmentation,machine_vision,"['Cardinality of segments', 'KL divergence']",Reviewer_GY7b,4,2,2,2,5,4,Reject
4443,iQUxHrCna0,UDON: Universal Dynamic Online distillatioN for generic image representations,machine_vision,"['Universal Image Embeddings', 'Image Retrieval', 'Fine-grained recognition', 'Instance-level recognition']",Reviewer_uq4A,3,2,3,2,4,1,Accept (poster)
4444,iQUxHrCna0,UDON: Universal Dynamic Online distillatioN for generic image representations,machine_vision,"['Universal Image Embeddings', 'Image Retrieval', 'Fine-grained recognition', 'Instance-level recognition']",Reviewer_xwWg,6,3,2,3,3,2,Accept (poster)
4445,iQUxHrCna0,UDON: Universal Dynamic Online distillatioN for generic image representations,machine_vision,"['Universal Image Embeddings', 'Image Retrieval', 'Fine-grained recognition', 'Instance-level recognition']",Reviewer_CCei,6,3,4,3,4,3,Accept (poster)
4446,iQUxHrCna0,UDON: Universal Dynamic Online distillatioN for generic image representations,machine_vision,"['Universal Image Embeddings', 'Image Retrieval', 'Fine-grained recognition', 'Instance-level recognition']",Reviewer_Mmnc,5,3,3,3,3,4,Accept (poster)
4447,iOleSlC80F,3DET-Mamba: Causal Sequence Modelling for End-to-End 3D Object Detection,machine_vision,"['3D Object Detection', 'Mamba']",Reviewer_eAYh,6,3,3,3,4,1,Accept (poster)
4448,iOleSlC80F,3DET-Mamba: Causal Sequence Modelling for End-to-End 3D Object Detection,machine_vision,"['3D Object Detection', 'Mamba']",Reviewer_2ZE6,5,3,2,3,5,2,Accept (poster)
4449,iOleSlC80F,3DET-Mamba: Causal Sequence Modelling for End-to-End 3D Object Detection,machine_vision,"['3D Object Detection', 'Mamba']",Reviewer_m4H4,5,2,3,2,4,3,Accept (poster)
4450,iO7viYaAt7,Expectation Alignment: Handling Reward Misspecification in the Presence of Expectation Mismatch,human-AI_interaction,['Reward Design'],Reviewer_ahA3,7,4,3,4,4,1,Accept (poster)
4451,iO7viYaAt7,Expectation Alignment: Handling Reward Misspecification in the Presence of Expectation Mismatch,human-AI_interaction,['Reward Design'],Reviewer_pegd,7,2,4,2,3,2,Accept (poster)
4452,iO7viYaAt7,Expectation Alignment: Handling Reward Misspecification in the Presence of Expectation Mismatch,human-AI_interaction,['Reward Design'],Reviewer_RJbh,5,2,3,3,3,3,Accept (poster)
4453,iO6tcLJEwA,Epipolar-Free 3D Gaussian Splatting for Generalizable Novel View Synthesis,machine_vision,"['epipolar-free', '3DGS', 'generalizable novel view synthesis']",Reviewer_1Kz3,5,3,2,2,5,1,Accept (poster)
4454,iO6tcLJEwA,Epipolar-Free 3D Gaussian Splatting for Generalizable Novel View Synthesis,machine_vision,"['epipolar-free', '3DGS', 'generalizable novel view synthesis']",Reviewer_AnyG,5,3,3,3,3,2,Accept (poster)
4455,iO6tcLJEwA,Epipolar-Free 3D Gaussian Splatting for Generalizable Novel View Synthesis,machine_vision,"['epipolar-free', '3DGS', 'generalizable novel view synthesis']",Reviewer_MtQr,4,2,3,3,3,3,Accept (poster)
4456,iO6tcLJEwA,Epipolar-Free 3D Gaussian Splatting for Generalizable Novel View Synthesis,machine_vision,"['epipolar-free', '3DGS', 'generalizable novel view synthesis']",Reviewer_w4rj,7,3,3,3,5,4,Accept (poster)
4457,iNvXYQrkpi,Fast and Memory-Efficient Video Diffusion Using Streamlined Inference,diffusion_based_models,"['video diffusion models', 'training free', 'inference framework', 'Efficiency']",Reviewer_5EX5,6,4,4,3,5,1,Accept (poster)
4458,iNvXYQrkpi,Fast and Memory-Efficient Video Diffusion Using Streamlined Inference,diffusion_based_models,"['video diffusion models', 'training free', 'inference framework', 'Efficiency']",Reviewer_M5Qw,6,3,3,3,2,2,Accept (poster)
4459,iNvXYQrkpi,Fast and Memory-Efficient Video Diffusion Using Streamlined Inference,diffusion_based_models,"['video diffusion models', 'training free', 'inference framework', 'Efficiency']",Reviewer_2uzE,6,2,3,3,4,3,Accept (poster)
4460,iNvXYQrkpi,Fast and Memory-Efficient Video Diffusion Using Streamlined Inference,diffusion_based_models,"['video diffusion models', 'training free', 'inference framework', 'Efficiency']",Reviewer_mL5N,6,3,3,3,3,4,Accept (poster)
4461,iNUKoLU8xb,Your contrastive learning problem is secretly a distribution alignment problem,probabilistic_methods,"['Optimal transport', 'Distribution alignment', 'Noise contrastive estimation']",Reviewer_VXuY,6,4,3,4,4,1,Accept (poster)
4462,iNUKoLU8xb,Your contrastive learning problem is secretly a distribution alignment problem,probabilistic_methods,"['Optimal transport', 'Distribution alignment', 'Noise contrastive estimation']",Reviewer_TBTc,4,4,1,3,4,2,Accept (poster)
4463,iNUKoLU8xb,Your contrastive learning problem is secretly a distribution alignment problem,probabilistic_methods,"['Optimal transport', 'Distribution alignment', 'Noise contrastive estimation']",Reviewer_ih3d,6,2,2,2,3,3,Accept (poster)
4464,iNUKoLU8xb,Your contrastive learning problem is secretly a distribution alignment problem,probabilistic_methods,"['Optimal transport', 'Distribution alignment', 'Noise contrastive estimation']",Reviewer_96Mt,4,2,2,1,4,4,Accept (poster)
4465,iNS3SC949v,Sm: enhanced localization in Multiple Instance Learning for medical imaging classification,machine_learning_for_healthcare,"['Multiple Instance Learning', 'Transformers', 'Graph Neural Networks', 'Medical Imaging', 'Weakly Supervised Learning']",Reviewer_uFQt,5,3,3,2,4,1,Accept (poster)
4466,iNS3SC949v,Sm: enhanced localization in Multiple Instance Learning for medical imaging classification,machine_learning_for_healthcare,"['Multiple Instance Learning', 'Transformers', 'Graph Neural Networks', 'Medical Imaging', 'Weakly Supervised Learning']",Reviewer_YAE1,5,3,2,3,4,2,Accept (poster)
4467,iNS3SC949v,Sm: enhanced localization in Multiple Instance Learning for medical imaging classification,machine_learning_for_healthcare,"['Multiple Instance Learning', 'Transformers', 'Graph Neural Networks', 'Medical Imaging', 'Weakly Supervised Learning']",Reviewer_jUey,6,3,3,3,4,3,Accept (poster)
4468,iN43sJoib7,Are Self-Attentions Effective for Time Series Forecasting?,deep_learning_architectures,"['time series forecasting', 'learnable query', 'parameter sharing']",Reviewer_ztsM,6,3,3,2,4,1,Accept (poster)
4469,iN43sJoib7,Are Self-Attentions Effective for Time Series Forecasting?,deep_learning_architectures,"['time series forecasting', 'learnable query', 'parameter sharing']",Reviewer_Q7Js,3,2,1,2,5,2,Accept (poster)
4470,iN43sJoib7,Are Self-Attentions Effective for Time Series Forecasting?,deep_learning_architectures,"['time series forecasting', 'learnable query', 'parameter sharing']",Reviewer_sgNU,6,3,2,2,3,3,Accept (poster)
4471,iMEAHXDiNP,Improved Algorithms for Contextual Dynamic Pricing,bandits,"['Dynamic Pricing', 'Bandits']",Reviewer_iWzp,6,3,3,3,3,1,Accept (poster)
4472,iMEAHXDiNP,Improved Algorithms for Contextual Dynamic Pricing,bandits,"['Dynamic Pricing', 'Bandits']",Reviewer_B94q,7,3,3,3,3,2,Accept (poster)
4473,iMEAHXDiNP,Improved Algorithms for Contextual Dynamic Pricing,bandits,"['Dynamic Pricing', 'Bandits']",Reviewer_EQLG,6,3,3,3,3,3,Accept (poster)
4474,iMEAHXDiNP,Improved Algorithms for Contextual Dynamic Pricing,bandits,"['Dynamic Pricing', 'Bandits']",Reviewer_beqc,8,4,4,3,4,4,Accept (poster)
4475,iM5i289eqt,MaskFactory: Towards High-quality Synthetic Data Generation for Dichotomous Image Segmentation,machine_vision,['Dichotomous Image Segmentation; Diffusion Model; Synthetic Data'],Reviewer_49D1,5,3,1,2,4,1,Accept (poster)
4476,iM5i289eqt,MaskFactory: Towards High-quality Synthetic Data Generation for Dichotomous Image Segmentation,machine_vision,['Dichotomous Image Segmentation; Diffusion Model; Synthetic Data'],Reviewer_h8fH,5,2,4,2,5,2,Accept (poster)
4477,iM5i289eqt,MaskFactory: Towards High-quality Synthetic Data Generation for Dichotomous Image Segmentation,machine_vision,['Dichotomous Image Segmentation; Diffusion Model; Synthetic Data'],Reviewer_AsEU,7,3,4,3,3,3,Accept (poster)
4478,iM5i289eqt,MaskFactory: Towards High-quality Synthetic Data Generation for Dichotomous Image Segmentation,machine_vision,['Dichotomous Image Segmentation; Diffusion Model; Synthetic Data'],Reviewer_nBLG,4,3,2,2,4,4,Accept (poster)
4479,iJgwd5mWYg,Beyond Primal-Dual Methods in Bandits with Stochastic and Adversarial Constraints,online_learning,"['bandits with knapsacks', 'long-term constraints']",Reviewer_RfbD,4,4,3,2,4,1,Accept (poster)
4480,iJgwd5mWYg,Beyond Primal-Dual Methods in Bandits with Stochastic and Adversarial Constraints,online_learning,"['bandits with knapsacks', 'long-term constraints']",Reviewer_EbNg,5,3,3,2,4,2,Accept (poster)
4481,iJgwd5mWYg,Beyond Primal-Dual Methods in Bandits with Stochastic and Adversarial Constraints,online_learning,"['bandits with knapsacks', 'long-term constraints']",Reviewer_EcmS,7,4,3,3,3,3,Accept (poster)
4482,iJgwd5mWYg,Beyond Primal-Dual Methods in Bandits with Stochastic and Adversarial Constraints,online_learning,"['bandits with knapsacks', 'long-term constraints']",Reviewer_Q9L2,7,4,3,3,4,4,Accept (poster)
4483,iFKmFUxQDh,ReFIR: Grounding Large Restoration Models with Retrieval Augmentation,machine_vision,"['Image Restoration', 'Diffusion Model', 'Retrieval Augmented Generation']",Reviewer_qg3y,6,3,3,3,4,1,Accept (poster)
4484,iFKmFUxQDh,ReFIR: Grounding Large Restoration Models with Retrieval Augmentation,machine_vision,"['Image Restoration', 'Diffusion Model', 'Retrieval Augmented Generation']",Reviewer_UnRT,6,3,3,3,4,2,Accept (poster)
4485,iFKmFUxQDh,ReFIR: Grounding Large Restoration Models with Retrieval Augmentation,machine_vision,"['Image Restoration', 'Diffusion Model', 'Retrieval Augmented Generation']",Reviewer_SJc6,5,2,3,2,5,3,Accept (poster)
4486,iFKmFUxQDh,ReFIR: Grounding Large Restoration Models with Retrieval Augmentation,machine_vision,"['Image Restoration', 'Diffusion Model', 'Retrieval Augmented Generation']",Reviewer_NDC8,5,3,3,3,5,4,Accept (poster)
4487,iF7MnXnxRw,"Understanding the Differences in Foundation Models: Attention, State  Space Models, and Recurrent Neural Networks",deep_learning_architectures,"['deep learning architectures', 'softmax attention', 'linear attention', 'state space models', 'recurrent neural networks', 'dynamical system models']",Reviewer_BUkP,6,3,3,2,4,1,Accept (poster)
