,paper_id,rating,decision,theta_mean,theta_lower50,theta_upper50,theta_lower95,theta_upper95
1870,AEFVa6VMu1,"[8, 6, 8, 8]",Accept (Spotlight),6.1816554,5.589307188987732,7.183388710021973,7.629867601394653,7.84699854850769
1871,AEglX9CHFN,"[6, 8, 6, 6]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
1872,AEvu2ifH1r,"[3, 3, 5]",Reject,3.1138363,2.686125874519348,3.672794222831726,4.20170761346817,4.526860928535461
1873,AEwtGiJVPi,"[5, 6, 5, 6]",Reject,5.144637,4.895763516426086,5.496140837669373,5.76862645149231,5.973757493495941
1874,AExygKPmnJ,"[8, 5, 3, 5, 5]",Reject,4.3053703,3.7838187217712402,4.925805926322937,5.422227716445923,5.8572660923004145
1875,AFAmM5dsFu,"[3, 5, 3, 5, 6]",Reject,3.9356263,3.582887887954712,4.372054815292358,4.806276130676269,5.042833316326141
1876,AFMi0kUtDr,"[5, 3, 6]",Reject,3.6010108,2.9947991371154785,4.383097052574158,4.97244713306427,5.36416095495224
1877,AFVofardeb,"[5, 5, 6, 3]",Reject,4.136957,3.7069920897483826,4.658783912658691,5.109029150009156,5.410368192195892
1878,AGsoQnNrs5,"[5, 6, 3, 3]",Reject,3.5940602,3.1334660053253174,4.154529809951782,4.6629263997077945,4.98745641708374
1879,AHnj6YbNbj,"[3, 6, 6, 5]",Reject,4.161715,3.691257119178772,4.784115195274353,5.307777321338653,5.748890602588653
1880,AHqXvTK4KG,"[3, 5, 3, 3]",Withdrawn,3.1272871,2.803344249725342,3.5409202575683594,3.9237222135066987,4.163512420654297
1881,AJAStQYZaL,"[6, 6, 3, 3]",Reject,3.5914834,3.0324164628982544,4.321711897850037,4.842851138114929,5.21681842803955
1882,AJM52ygi6Y,"[5, 6, 8, 6]",Accept (Poster),5.1943626,4.664309501647949,5.962571859359741,6.458558261394501,6.760862219333648
1883,AJQuTFd9es,"[8, 6, 5]",Reject,4.335144,3.3069896697998047,5.577729344367981,6.356928217411041,6.757538092136383
1884,AJp85vrtNe,"[5, 5, 3, 5]",Withdrawn,4.0224304,3.6551164388656616,4.484891414642334,4.914814448356628,5.171606838703155
1885,AJpUZd8Clb,"[6, 6, 6]",Accept (Poster),5.315732,5.078189969062805,5.891889810562134,6.264965665340424,6.4955200195312495
1886,AK1C55o4r7,"[6, 8, 5, 5]",Accept (Poster),4.7372775,4.113599419593811,5.573258876800537,6.144888997077943,6.497872614860535
1887,AK9uRqzLjt,"[3, 5, 5, 6]",Withdrawn,4.136957,3.7069920897483826,4.658783912658691,5.109029150009156,5.410368192195892
1888,AKAz88zYLB,"[5, 8, 3, 5, 8]",Reject,4.385826,3.7516786456108093,5.229562520980835,5.912342083454132,6.344305145740509
1889,AKMOrcobBE,"[5, 3, 5]",Withdrawn,3.5910006,3.1370299458503723,4.210055232048035,4.655126166343689,4.971946275234222
1890,AKnLoj80Fd,"[5, 5, 3, 5]",Reject,4.0224304,3.6551164388656616,4.484891414642334,4.914814448356628,5.171606838703155
1891,AKsfpHc9sN,"[5, 6, 3, 5]",Reject,4.136957,3.7069920897483826,4.658783912658691,5.109029150009156,5.410368192195892
1892,ALzTQUgW8a,"[8, 6, 6, 8, 8]",Accept (Spotlight),6.3960404,6.085513114929199,6.9608800411224365,7.354024004936218,7.666739308834075
1893,AM4AT2MyXQ,"[3, 3, 3, 5]",Reject,3.1272871,2.803344249725342,3.5409202575683594,3.9237222135066987,4.163512420654297
1894,AMVLOv30Qg,"[1, 3, 6]",Withdrawn,2.2231114,1.5864025950431824,3.0497946739196777,3.8228457629680643,4.288427281379699
1895,AMbIvaD4Rr,"[6, 3, 3, 6]",Reject,3.5914834,3.0324164628982544,4.321711897850037,4.842851138114929,5.21681842803955
1896,AMegoEnlpS,"[5, 6, 6, 3]",Reject,4.161715,3.691257119178772,4.784115195274353,5.307777321338653,5.748890602588653
1897,AMkf7h7HER,"[6, 8, 8, 6, 6, 6, 6]",Accept (Poster),6.2544866,6.014653921127319,6.543178677558899,6.862708640098572,7.027985978126526
1898,AN3VTbqM1N,"[5, 3, 5, 3]",Withdrawn,3.5093408,3.148309826850891,3.982743501663208,4.408074688911438,4.704056358337402
1899,AN6PIiObp0,"[5, 3, 6, 5, 5, 5]",Reject,4.5734854,4.29320216178894,4.884161353111267,5.187135088443756,5.3906707763671875
1900,ANBuEJesgx,"[6, 6, 6, 6]",Accept (Poster),5.7202053,5.510653853416443,5.993111968040466,6.25331472158432,6.426803767681122
1901,AOlm45AUVS,"[6, 6, 8, 8]",Accept (Poster),5.633357,5.052553296089172,6.602328062057495,7.121474730968476,7.395822525024414
1902,AP0ndQloqR,"[6, 8, 8, 8]",Accept (Oral),6.1816554,5.589307188987732,7.183388710021973,7.629867601394653,7.84699854850769
1903,APCjgjFy5M,"[3, 3, 3, 5]",Withdrawn,3.1272871,2.803344249725342,3.5409202575683594,3.9237222135066987,4.163512420654297
1904,APDnmucgID,"[5, 5, 6, 5]",Reject,4.9454584,4.688058614730835,5.289177417755127,5.529093408584595,5.73753696680069
1905,APWIZgehDT,"[6, 6, 6, 6]",Reject,5.7202053,5.510653853416443,5.993111968040466,6.25331472158432,6.426803767681122
1906,APojAzJQiq,"[6, 8, 8, 8]",Accept (Spotlight),6.1816554,5.589307188987732,7.183388710021973,7.629867601394653,7.84699854850769
1907,APy5Vdn8Yl,"[5, 6, 6, 6]",Reject,5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
1908,AQqOC3FKPO,"[8, 5, 3, 3]",Reject,3.4210484,2.710260570049286,4.269658803939819,5.0333188533782955,5.604527473449707
1909,ARBHBA8YfW,"[5, 6, 6, 5]",Reject,5.144637,4.895763516426086,5.496140837669373,5.76862645149231,5.973757493495941
1910,ARIQfWf4ll,"[3, 3, 5, 5]",Withdrawn,3.5093408,3.148309826850891,3.982743501663208,4.408074688911438,4.704056358337402
1911,ARQIJXFcTH,"[6, 8, 5, 8]",Accept (Poster),5.0464206,4.247649669647217,6.120803117752075,6.775958561897278,7.244851458072662
1912,ARStrjBg3v,"[3, 5, 5]",Reject,3.5923429,3.1345397233963013,4.2219871282577515,4.761502373218536,5.142966258525848
1913,AS8SPTyBgw,"[6, 5, 5, 6]",Accept (Poster),5.144637,4.895763516426086,5.496140837669373,5.76862645149231,5.973757493495941
1914,AT64R0ivUO,"[5, 3, 6, 6, 3]",Withdrawn,4.0078444,3.607319414615631,4.5126999616622925,4.973947739601135,5.289557182788848
1915,ATCanNIk1H,"[5, 3, 3]",Reject,3.1138363,2.686125874519348,3.672794222831726,4.20170761346817,4.526860928535461
1916,ATdshE4yIj,"[5, 3, 3, 3]",Withdrawn,3.1272871,2.803344249725342,3.5409202575683594,3.9237222135066987,4.163512420654297
1917,ATgLNAuync,"[5, 3, 3, 5]",Withdrawn,3.5093408,3.148309826850891,3.982743501663208,4.408074688911438,4.704056358337402
1918,AUBvo4sxVL,"[6, 6, 6, 6]",Accept (Poster),5.7202053,5.510653853416443,5.993111968040466,6.25331472158432,6.426803767681122
1919,AUCYptvAf3,"[8, 8, 6, 8]",Accept (Spotlight),6.1816554,5.589307188987732,7.183388710021973,7.629867601394653,7.84699854850769
1920,AUi9y7wJBN,"[1, 6, 5, 3]",Withdrawn,2.804358,2.2202864289283752,3.489614486694336,4.223999798297882,4.60627521276474
1921,AV7OXVlAyi,"[6, 6, 5, 5]",Accept (Poster),5.144637,4.895763516426086,5.496140837669373,5.76862645149231,5.973757493495941
1922,AVAlVPdQp7,"[1, 5, 3]",Withdrawn,2.2165837,1.6389637887477875,2.9284770488739014,3.6349591851234435,4.033900368213653
1923,AWegTKIJs9,"[6, 3, 3, 5]",Reject,3.5940602,3.1334660053253174,4.154529809951782,4.6629263997077945,4.98745641708374
1924,AWg2tkbydO,"[6, 3, 6, 6, 3]",Accept (Poster),4.103049,3.672827184200287,4.661886811256409,5.118654561042786,5.509716892242431
1925,AY1S52vr0a,"[3, 3, 6, 8]",Reject,3.4232593,2.664216458797455,4.363024473190308,5.148177313804627,5.623712682723999
1926,AY89HCxunl,"[5, 3, 3, 5]",Reject,3.5093408,3.148309826850891,3.982743501663208,4.408074688911438,4.704056358337402
1927,AZR4R3lw7y,"[6, 5, 6, 6]",Accept (Poster),5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
1928,AZTdO6JJKt,"[6, 6, 5, 5, 5]",Reject,5.1706576,4.950945258140564,5.4453864097595215,5.689313292503357,5.882930040359496
1929,AZVvTBxTdZ,"[5, 6, 5, 6]",Reject,5.144637,4.895763516426086,5.496140837669373,5.76862645149231,5.973757493495941
1930,AbJWZp4THG,"[6, 3, 3, 8]",Reject,3.4232593,2.664216458797455,4.363024473190308,5.148177313804627,5.623712682723999
1931,AcAD4VEgCX,"[6, 8, 6, 6]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
1932,AcR5Mngp1p,"[3, 5, 6, 6]",Reject,4.161715,3.691257119178772,4.784115195274353,5.307777321338653,5.748890602588653
1933,AcVpLS86RT,"[6, 6, 8, 8]",Accept (Poster),5.633357,5.052553296089172,6.602328062057495,7.121474730968476,7.395822525024414
1934,Acdd83rF1s,"[5, 5, 6, 8, 5]",Reject,5.1021113,4.690340518951416,5.637595176696777,6.087608170509339,6.381467628479003
1935,Acvo2RGSCy,"[8, 6, 8]",Accept (Spotlight),5.0052667,3.839999258518219,6.562647461891174,7.2020669937133786,7.568014371395111
1936,AdiNf568ne,"[3, 5, 5]",Reject,3.5923429,3.1345397233963013,4.2219871282577515,4.761502373218536,5.142966258525848
1937,AeGrf1uY0p,"[5, 3, 8, 3]",Withdrawn,3.368525,2.6517619490623474,4.297090768814087,5.001234877109527,5.535690426826477
1938,AecVG5CXdp,"[3, 5, 3, 1]",Withdrawn,2.4969444,2.0705944895744324,3.036025643348694,3.5864502131938933,3.863231462240219
1939,AepP8ddd3L,"[6, 3, 3, 3, 6]",Reject,3.5602255,3.0883928537368774,4.151032447814941,4.6440194606781,4.9303315520286555
1940,Af7CsWMUNI,"[6, 5, 5, 5]",Reject,4.9454584,4.688058614730835,5.289177417755127,5.529093408584595,5.73753696680069
1941,AfA3qNY0Fq,"[3, 5, 5, 5]",Withdrawn,4.0224304,3.6551164388656616,4.484891414642334,4.914814448356628,5.171606838703155
1942,AfSNOjtWyt,"[3, 6, 5]",Reject,3.5469468,2.9626664519309998,4.405492663383484,4.908941328525544,5.460704874992371
1943,AfZH9EEuRR,"[3, 3, 3, 1, 1]",Reject,2.0415823,1.7494505643844604,2.344987392425537,2.69025913476944,2.915897989273071
1944,Afjf6izLvJ,"[5, 5, 6]",Reject,4.6203294,4.219496726989746,5.241942286491394,5.657244181632995,6.024386322498321
1945,AgMpK7z4bz,"[6, 6, 8, 6]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
1946,AgTSjXh7vl,"[6, 3, 5, 3]",Withdrawn,3.5640247,3.0954073071479797,4.148592591285706,4.676625597476959,5.029645800590515
1947,Agx4RXuYUJ,"[6, 6, 6]",Withdrawn,5.315732,5.078189969062805,5.891889810562134,6.264965665340424,6.4955200195312495
1948,Ah3n8U3kRT,"[5, 6, 5, 6]",Reject,5.144637,4.895763516426086,5.496140837669373,5.76862645149231,5.973757493495941
1949,AhcYq4CnfF,"[5, 6, 6, 8, 6]",Accept (Poster),5.574148,5.1895012855529785,6.099841237068176,6.485628557205201,6.862126159667969
1950,Ahlrf2HGJR,"[6, 6, 6, 6]",Accept (Poster),5.7202053,5.510653853416443,5.993111968040466,6.25331472158432,6.426803767681122
1951,AjXkRZIvjB,"[3, 5, 8, 8]",Accept (Poster),3.869796,2.8584353923797607,5.036248683929443,5.989686012268066,6.565703284740447
1952,AjunxrcKa2,"[5, 3, 3, 5, 1]",Withdrawn,2.9162974,2.5141969323158264,3.3989983797073364,3.9392082512378694,4.32727004289627
1953,AkBrb7yQ0G,"[6, 6, 6, 8]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
1954,AkCWbxntll,"[5, 3, 3, 3]",Withdrawn,3.1272871,2.803344249725342,3.5409202575683594,3.9237222135066987,4.163512420654297
1955,AkL2ID5rRV,"[5, 6, 8, 6]",Reject,5.1943626,4.664309501647949,5.962571859359741,6.458558261394501,6.760862219333648
1956,AkUer8ooMi,"[6, 6, 6]",Reject,5.315732,5.078189969062805,5.891889810562134,6.264965665340424,6.4955200195312495
1957,Akccupz2pP,"[3, 5, 5, 1, 3]",Withdrawn,2.9242442,2.494837164878845,3.397773563861847,3.950780886411667,4.357328879833221
1958,Aku2I3z4aV,"[1, 1, 5, 3, 3]",Withdrawn,2.2539508,1.82451593875885,2.7409157156944275,3.2410460710525517,3.638572263717651
1959,AkufxLzcV5,"[6, 3, 5, 5]",Withdrawn,4.136957,3.7069920897483826,4.658783912658691,5.109029150009156,5.410368192195892
1960,Alba3Y7hcs,"[3, 5, 3, 6]",Reject,3.5640247,3.0954073071479797,4.148592591285706,4.676625597476959,5.029645800590515
1961,AloCXPpq54,"[6, 6, 6]",Accept (Poster),5.315732,5.078189969062805,5.891889810562134,6.264965665340424,6.4955200195312495
1962,AlsvUVZFE9,"[1, 5, 3, 5, 5]",Withdrawn,3.1702583,2.666362762451172,3.757335603237152,4.315851032733917,4.677412486076355
1963,Alv71WWRgh,"[5, 5, 5, 3]",Reject,4.0224304,3.6551164388656616,4.484891414642334,4.914814448356628,5.171606838703155
1964,Aly68Y5Es0,"[8, 8, 5, 6]",Accept (Poster),5.024454,4.203710079193115,6.152945280075073,6.7796709656715395,7.1156991720199585
1965,AmEN51cTKW,"[6, 3, 8, 5, 3]",Reject,3.8889396,3.291705369949341,4.619967699050903,5.366344094276428,5.704273450374602
1966,AmEgWDhmTr,"[6, 6, 8, 8]",Accept (Poster),5.633357,5.052553296089172,6.602328062057495,7.121474730968476,7.395822525024414
1967,An87ZnPbkT,"[3, 3, 3, 3, 3]",Reject,2.9120462,2.7348225712776184,3.1082499623298645,3.3234203457832336,3.460177594423294
1968,AnL6BuWzxa,"[8, 6, 8, 6, 5]",Accept (Poster),5.6975045,5.243224263191223,6.334994673728943,6.805303668975831,7.142504823207855
1969,AnPEfzBstD,"[3, 3, 5, 3]",Reject,3.1272871,2.803344249725342,3.5409202575683594,3.9237222135066987,4.163512420654297
1970,Antib6Uovh,"[8, 6, 5, 6]",Accept (Poster),5.1943626,4.664309501647949,5.962571859359741,6.458558261394501,6.760862219333648
1971,AoIKgHu9Si,"[6, 6, 6]",Accept (Poster),5.315732,5.078189969062805,5.891889810562134,6.264965665340424,6.4955200195312495
1972,AoraWUmpLU,"[8, 8, 8, 8]",Accept (Oral),7.4636965,7.318137884140015,7.926815152168274,8.189265179634095,8.390932655334472
1973,AozPzKE0oc,"[3, 5, 5, 3, 8]",Reject,3.7826018,3.2324219346046448,4.49616551399231,5.085337054729463,5.56345442533493
1974,AqHbMV28o7,"[5, 5, 5, 3]",Reject,4.0224304,3.6551164388656616,4.484891414642334,4.914814448356628,5.171606838703155
1975,AqRwoHvKtN,"[5, 3, 8]",Withdrawn,3.0996735,2.0941121578216553,4.287795066833496,5.207581651210785,5.764853191375733
1976,AqfUa08PCH,"[6, 6, 8, 6]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
1977,Aqfwhna1D7,"[5, 5, 5, 6, 5]",Withdrawn,5.040895,4.834722876548767,5.271134734153748,5.498477411270142,5.6792860388755795
1978,AqueuvXErD,"[3, 3, 5, 3]",Withdrawn,3.1272871,2.803344249725342,3.5409202575683594,3.9237222135066987,4.163512420654297
1979,ArJikvI6xo,"[3, 3, 3, 5, 3]",Reject,3.187361,2.9352972507476807,3.4768255949020386,3.7873674631118774,4.012353503704071
1980,ArW410lq8C,"[3, 5, 1, 3]",Withdrawn,2.5237575,2.073573648929596,3.0573043823242188,3.572347986698151,3.902028274536132
1981,ArwsbHBoxA,"[5, 6, 5, 5]",Reject,4.9454584,4.688058614730835,5.289177417755127,5.529093408584595,5.73753696680069
1982,As2ZyaNoHa,"[6, 1, 3]",Reject,2.2037365,1.4955449104309082,3.063212513923645,3.8781910836696634,4.3227606177330005
1983,AsAy7CROLs,"[6, 8, 6]",Accept (Poster),5.0006194,4.299403548240662,6.106971025466919,6.735964620113373,7.100876700878143
1984,AsFxRSLtqR,"[8, 6, 6, 8]",Accept (Poster),5.633357,5.052553296089172,6.602328062057495,7.121474730968476,7.395822525024414
1985,AsckJZlPcy,"[5, 5, 5, 6]",Reject,4.9454584,4.688058614730835,5.289177417755127,5.529093408584595,5.73753696680069
1986,At9JmGF3xy,"[5, 6, 6, 6]",Accept (Poster),5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
1987,AuAj4vRPkv,"[8, 6, 6, 6]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
1988,AuTDvRwAjS,"[3, 3, 3]",Withdrawn,2.7784371,2.518460690975189,3.086484909057617,3.4393401503562933,3.6716650426387787
1989,AuckJjoD99,"[5, 5, 5, 3, 3, 5]",Withdrawn,4.0732927,3.7919698357582092,4.3994855880737305,4.724869346618653,4.920893979072571
1990,AumOa10MKG,"[8, 6, 6, 5]",Accept (Poster),5.1105247,4.603405833244324,5.928979992866516,6.431847989559174,6.845487356185913
1991,AvLFLLqG0b,"[3, 5, 5, 3, 3, 5, 3]",Withdrawn,3.6611862,3.3994097113609314,3.964254319667816,4.255607700347901,4.482640826702118
1992,AvOhBgsE5R,"[6, 6, 5, 8, 6]",Accept (Poster),5.5634933,5.205419301986694,6.075248599052429,6.446770071983337,6.703876864910126
1993,AvXrppAS2o,"[3, 5, 1, 3, 3, 3]",Withdrawn,2.7383087,2.416753053665161,3.1038466095924377,3.506902462244034,3.756203883886337
1994,Avg6hmtgHE,"[3, 3, 3, 5, 3]",Withdrawn,3.187361,2.9352972507476807,3.4768255949020386,3.7873674631118774,4.012353503704071
1995,AvmBgiQxxp,"[5, 6, 6, 6]",Accept (Poster),5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
1996,Aw1w5sL6ru,"[3, 3, 3, 5, 6, 6]",Withdrawn,3.8921409,3.4969802498817444,4.334005236625671,4.768057954311371,5.036745417118072
1997,Awsb8jhEx3,"[6, 3, 6, 6]",Reject,4.313849,3.78323233127594,5.027570009231567,5.5490027427673345,5.957875716686249
1998,Ax0i933gtp,"[6, 3, 3, 8]",Accept (Poster),3.4232593,2.664216458797455,4.363024473190308,5.148177313804627,5.623712682723999
1999,Ax3uliEBVR,"[6, 6, 6, 6]",Accept (Poster),5.7202053,5.510653853416443,5.993111968040466,6.25331472158432,6.426803767681122
2000,Axc3ZD1Nds,"[6, 5, 3]",Reject,3.6068034,2.9698185324668884,4.387538313865662,5.000231087207794,5.459150600433349
2001,AyC4uxx2HW,"[6, 6, 6, 8]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
2002,Aye5wL6TCn,"[6, 6, 6, 6, 6]",Accept (Poster),5.8540154,5.680099964141846,6.057907819747925,6.27791041135788,6.392988431453705
2003,Ayf42Bo6sk,"[3, 6, 5, 3, 3]",Reject,3.5077448,3.103434681892395,3.9987792372703552,4.47668981552124,4.78705370426178
2004,B07dLVWLyD,"[6, 6, 6, 6]",Accept (Poster),5.7202053,5.510653853416443,5.993111968040466,6.25331472158432,6.426803767681122
2005,B0jjj5RiAQ,"[3, 3, 3, 5]",Withdrawn,3.1272871,2.803344249725342,3.5409202575683594,3.9237222135066987,4.163512420654297
2006,B1TnT6lUnU,"[3, 5, 3, 3, 8]",Reject,3.4932663,2.9293389916419983,4.140791416168213,4.818880450725556,5.1836586594581595
2007,B1nfjxZI6z,"[8, 3, 3, 3]",Reject,2.908685,2.182676672935486,3.7778136134147644,4.571485233306885,4.922464096546173
2008,B282LrYgpA,"[5, 5, 3, 5]",Withdrawn,4.0224304,3.6551164388656616,4.484891414642334,4.914814448356628,5.171606838703155
2009,B2ChNpcEzZ,"[5, 3, 5, 3]",Reject,3.5093408,3.148309826850891,3.982743501663208,4.408074688911438,4.704056358337402
2010,B2Fqu7Y2cd,"[6, 6, 8]",Accept (Poster),4.9826293,4.184815764427185,6.102851510047913,6.710131204128266,7.126516270637512
2011,B2N0nCVC91,"[6, 6, 6, 8]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
2012,B2RXwASSpy,"[6, 6, 5, 6]",Accept (Poster),5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
2013,B4OaA0aJ4Z,"[5, 5, 3, 3]",Withdrawn,3.5093408,3.148309826850891,3.982743501663208,4.408074688911438,4.704056358337402
2014,B4S1GAMBLG,"[3, 1, 3, 1]",Withdrawn,1.789511,1.4224168956279755,2.1959150433540344,2.623979365825653,2.9005278289318084
2015,B5AN6IRyXc,"[6, 3, 3, 5, 3]",Withdrawn,3.556887,3.16557240486145,3.9911457300186157,4.472629964351654,4.7404770135879515
2016,B5Dj4EhZPP,"[3, 5, 5]",Reject,3.5923429,3.1345397233963013,4.2219871282577515,4.761502373218536,5.142966258525848
2017,B5IuILRdAX,"[5, 6, 3, 6]",Reject,4.2016606,3.7339858412742615,4.8306015729904175,5.264321827888489,5.64953248500824
2018,B5PbOsJqt3,"[6, 6, 6, 8]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
2019,B5RrIFMqbe,"[6, 6, 8, 6]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
2020,B5VEi5d3p2,"[6, 5, 6, 6]",Accept (Poster),5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
2021,B5i88Tj1nk,"[3, 3, 8]",Withdrawn,2.6537683,1.7776553928852081,3.727410912513733,4.584538447856903,5.367386424541474
2022,B5iOSxM2I0,"[5, 5, 8, 8]",Accept (Poster),4.6198516,3.753247559070587,5.70958948135376,6.410763442516327,6.8123695850372314
2023,B6AQzaQCsl,"[6, 6, 8, 6]",Reject,5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
2024,B6B6EhC1bW,"[3, 3, 3, 1]",Withdrawn,2.2493498,1.9458217024803162,2.615500807762146,2.9974044024944306,3.2781222283840177
2025,B6HtEFoJiG,"[5, 6, 5, 3]",Reject,4.1021028,3.7096468210220337,4.615116596221924,5.066195523738862,5.369213271141052
2026,B6Sdw56GQJ,"[5, 3, 5, 6]",Withdrawn,4.1021028,3.7096468210220337,4.615116596221924,5.066195523738862,5.369213271141052
2027,B6xUlbgP7j,"[3, 3, 1, 1]",Reject,1.789511,1.4224168956279755,2.1959150433540344,2.623979365825653,2.9005278289318084
2028,B7cZvTQsUN,"[3, 3, 1, 5]",Withdrawn,2.5237575,2.073573648929596,3.0573043823242188,3.572347986698151,3.902028274536132
2029,B7eHRsuTSh,"[6, 6, 5, 8, 3]",Reject,4.5092416,3.9174073934555054,5.2506362199783325,5.811368215084076,6.155975878238678
2030,B8aHIDSi7E,"[5, 8, 5, 6]",Reject,4.8294024,4.2226722240448,5.606793999671936,6.151650786399842,6.56927456855774
2031,B8akWa62Da,"[6, 6, 6, 6]",Accept (Poster),5.7202053,5.510653853416443,5.993111968040466,6.25331472158432,6.426803767681122
2032,B8qoU7kgSF,"[1, 3, 5, 3]",Withdrawn,2.4969444,2.0705944895744324,3.036025643348694,3.5864502131938933,3.863231462240219
2033,B9177IHxCL,"[3, 8, 3, 3]",Reject,2.908685,2.182676672935486,3.7778136134147644,4.571485233306885,4.922464096546173
2034,B9MDjtIEd4,"[5, 5, 6, 3, 3]",Withdrawn,3.8683865,3.4796080589294434,4.345699667930603,4.767365407943726,5.094670987129211
2035,B9XP2R9LtG,"[5, 6, 5, 5]",Reject,4.9454584,4.688058614730835,5.289177417755127,5.529093408584595,5.73753696680069
2036,B9dYUFfzl3,"[8, 5, 6, 8, 6, 3]",Reject,4.967059,4.469054102897644,5.659449338912964,6.149377560615539,6.4124978303909295
2037,B9kUJuWrYC,"[6, 6, 6, 5]",Accept (Poster),5.375555,5.117740511894226,5.744035482406616,6.050020825862885,6.260051250457764
2038,BA1eG7vCNb,"[8, 6, 6, 6, 8]",Accept (Poster),6.0004835,5.573924660682678,6.572519063949585,6.973925054073334,7.21567770242691
2039,BAelAyADqn,"[8, 5, 6, 8]",Accept (Poster),5.024454,4.203710079193115,6.152945280075073,6.7796709656715395,7.1156991720199585
2040,BAglD6NGy0,"[6, 5, 8, 6]",Accept (Poster),5.1105247,4.603405833244324,5.928979992866516,6.431847989559174,6.845487356185913
2041,BBldjKEBlJ,"[3, 3, 3, 3]",Withdrawn,2.8755286,2.671509623527527,3.114090323448181,3.3895840823650363,3.5565879225730894
2042,BC4lIvfSzv,"[8, 6, 6, 8]",Accept (Poster),5.633357,5.052553296089172,6.602328062057495,7.121474730968476,7.395822525024414
2043,BCP5nAHXqs,"[6, 5, 6, 3, 8]",Accept (Poster),4.522853,3.9265305399894714,5.267894744873047,5.8222057938575755,6.131960237026215
2044,BCeock53nt,"[6, 6, 8, 8, 6]",Accept (Poster),6.084935,5.721516132354736,6.613572835922241,6.982792603969575,7.290952801704407
2045,BChpQU64RG,"[6, 6, 8, 5, 6]",Accept (Poster),5.6310945,5.299900531768799,6.0772212743759155,6.470213496685028,6.715776932239532
2046,BCyAlMoyx5,"[3, 6, 8]",Reject,3.2740817,2.158348321914673,4.590480804443359,5.408604741096497,6.0428600788116436
2047,BDf1IBIuFx,"[5, 5, 3, 5]",Withdrawn,4.0224304,3.6551164388656616,4.484891414642334,4.914814448356628,5.171606838703155
2048,BDisxnHzRL,"[5, 6, 3, 3]",Withdrawn,3.5940602,3.1334660053253174,4.154529809951782,4.6629263997077945,4.98745641708374
2049,BECkhjcofz,"[3, 3, 6, 3]",Reject,3.2009103,2.7600921988487244,3.726018726825714,4.213844573497773,4.59625173807144
2050,BEpaPHDl9r,"[6, 6, 6, 8, 6]",Accept (Poster),5.9443555,5.6495667695999146,6.343307733535767,6.66053239107132,6.945418274402618
2051,BEzxYj8mOE,"[3, 5, 5, 6]",Withdrawn,4.136957,3.7069920897483826,4.658783912658691,5.109029150009156,5.410368192195892
2052,BGZQcyA1GO,"[3, 8, 5, 3]",Withdrawn,3.4210484,2.710260570049286,4.269658803939819,5.0333188533782955,5.604527473449707
2053,BGnm7Lo8oW,"[6, 5, 5, 6]",Reject,5.144637,4.895763516426086,5.496140837669373,5.76862645149231,5.973757493495941
2054,BGpCPmf1AO,"[6, 1, 3, 6]",Reject,2.8388755,2.2001073360443115,3.705028533935547,4.327914810180665,4.766432690620421
2055,BGppv7fa3K,"[6, 5, 5, 6]",Reject,5.144637,4.895763516426086,5.496140837669373,5.76862645149231,5.973757493495941
2056,BH8Nrt2dPf,"[6, 5, 3, 3]",Accept (Poster),3.5940602,3.1334660053253174,4.154529809951782,4.6629263997077945,4.98745641708374
2057,BHFs80Jf5V,"[6, 6, 6, 8]",Accept (Poster),5.6020265,5.166113376617432,6.3102744817733765,6.751601195335389,7.05660879611969
2058,BHIsVV4G7q,"[5, 6, 3]",Reject,3.5469468,2.9626664519309998,4.405492663383484,4.908941328525544,5.460704874992371
2059,BHTgbGSCXu,"[3, 5, 6, 6]",Withdrawn,4.161715,3.691257119178772,4.784115195274353,5.307777321338653,5.748890602588653
2060,BHgMPObtE0,"[3, 3, 6, 5, 5]",Withdrawn,3.8683865,3.4796080589294434,4.345699667930603,4.767365407943726,5.094670987129211
